paperID,paper title,publish years,authors
2539060820,lda revisited entropy prior and convergence,2016-10-24,jianwei zhang;jia zeng;mingxuan yuan;weixiong rao;jianfeng yan
2539247542,lambdafm learning optimal ranking with factorization machines using lambda surrogates,2016-10-24,fajie yuan;guibing guo;joemon m jose;long chen;haitao yu;weinan zhang
2541244035,learning to reason with adaptive computation,2016-12-09,mark neumann;pontus stenetorp;sebastian riedel
2541407868,maximally divergent intervals for anomaly detection,2016-01-01,erik rodner;bjorn barz;yanira guanche;milan flach;miguel d mahecha;paul bodesheim;markus reichstein;joachim denzler
2543205374,single pass pca of matrix products,2016-01-01,shanshan wu;srinadh bhojanapalli;sujay sanghavi;alexandros g dimakis
2543927648,universal adversarial perturbations,2017-07-01,seyedmohsen moosavidezfooli;alhussein fawzi;omar fawzi;pascal frossard
2544224704,soundnet learning sound representations from unlabeled video,2016-01-01,yusuf aytar;carl vondrick;antonio torralba
2544271936,review networks for caption generation,2016-12-05,zhilin yang;ye yuan;yuexin wu;william w cohen;ruslan salakhutdinov
2544587078,end to end learning of deep visual representations for image retrieval,2017-09-01,albert gordo;jon almazan;jerome revaud;diane larlus
2544745230,mlr machine learning in r,2016-01-01,bernd bischl;michel lang;lars kotthoff;julia schiffner;jakob richter;erich studerus;giuseppe casalicchio;zachary m jones
2544912866,doubly convolutional neural networks,2016-12-05,shuangfei zhai;yu cheng;weining lu;zhongfei mark zhang
2545656684,a learned representation for artistic style,2017-04-24,vincent dumoulin;jonathon shlens;manjunath kudlur
2546314413,temporal models for predicting student dropout in massive open online courses,2015-11-01,mi fei;dit yan yeung
2546563948,learning to pivot with adversarial networks,2016-11-03,gilles louppe;michael kagan;k cranmer
2546589867,estimating cortical feature maps with dependent gaussian processes,2017-10-01,nicholas j hughes;geoffrey j goodhill
2546786407,machine learning in the real world,2016-09-01,vineet chaoji;rajeev rastogi;gourav roy
2546905097,operational analytics data management systems,2016-09-01,alexander bohm;jens dittrich;niloy mukherjee;ippokrantis pandis;rajkumar sen
2546915671,lightrnn memory and computation efficient recurrent neural networks,2016-01-01,xiang li;tao qin;jian yang;tieyan liu
2546938941,dual learning for machine translation,2016-01-01,di he;yingce xia;tao qin;liwei wang;nenghai yu;tieyan liu;weiying ma
2547063557,trends and challenges in big data processing,2016-09-01,ion stoica
2547190417,systemml declarative machine learning on spark,2016-09-01,matthias boehm;michael w dusenberry;deron eriksson;alexandre v evfimievski;faraz makari manshadi;niketan pansare;berthold reinwald;frederick r reiss;prithviraj sen;arvind c surve;shirish tatikonda
2547410375,modern main memory database systems,2016-09-01,perake larson;justin j levandoski
2547418827,phased lstm accelerating recurrent network training for long or event based sequences,2016-12-05,daniel neil;michael pfeiffer;shihchii liu
2547432194,tensor switching networks,2016-12-05,chuanyung tsai;andrew m saxe;david d cox
2547446130,learning deep embeddings with histogram loss,2016-01-01,evgeniya ustinova;victor s lempitsky
2547718140,full capacity unitary recurrent neural networks,2016-12-05,scott wisdom;thomas powers;john r hershey;jonathan le roux;les e atlas
2547788783,robust kernel density estimation,2012-01-01,jooseuk kim;clayton scott
2547912976,binary paragraph vectors,2017-04-24,karol grzegorczyk;marcin kurdziel
2548275288,conditional image synthesis with auxiliary classifier gans,2017-04-24,augustus odena;christopher olah;jonathon shlens
2548424944,using computer vision to see,2016-10-08,bogdan mocanu;bogdan mocanu;ruxandra tapu;ruxandra tapu;titus b zaharia
2548441712,chinese poetry generation with planning based neural network,2016-01-01,zhe wang;wei he;hua wu;haiyang wu;wei li;haifeng wang;enhong chen
2548527721,optical flow estimation using a spatial pyramid network,2017-07-01,anurag ranjan;michael j black
2548613432,locationspark a distributed in memory data management system for big spatial data,2016-09-01,mingjie tang;yongyang yu;qutaibah m malluhi;mourad ouzzani;walid g aref
2548762611,dscaler synthetically scaling a given relational database,2016-10-01,ji zhang;y c tay
2548896705,a system for region search and exploration,2016-09-01,kaiyu feng;kaiqi zhao;yiding liu;gao cong
2548961596,towards personalized maps mining user preferences from geo textual data,2016-09-01,kaiqi zhao;yiding liu;quan yuan;lisi chen;zhida chen;gao cong
2549035799,qualitative data cleaning,2016-09-01,xu chu;ihab f ilyas
2549119524,multi information source optimization,2017-01-01,matthias poloczek;jialei wang;peter i frazier
2549139847,aggregated residual transformations for deep neural networks,2017-07-01,saining xie;ross b girshick;piotr dollar;zhuowen tu;kaiming he
2549293531,iterative refinement of the approximate posterior for directed belief networks,2016-01-01,devon r hjelm;ruslan salakhutdinov;kyunghyun cho;nebojsa jojic;vince d calhoun;junyoung chung
2549334782,adversarial multiclass classification a risk minimization perspective,2016-01-01,rizal fathony;anqi liu;kaiser asif;brian d ziebart
2549362047,low rank regression with tensor responses,2016-01-01,guillaume rabusseau;hachem kadri
2549401308,fully adaptive feature sharing in multi task networks with applications in person attribute classification,2017-07-01,yongxi lu;abhishek kumar;shuangfei zhai;yu cheng;tara javidi;rogerio schmidt feris
2549416390,tying word vectors and word classifiers a loss framework for language modeling,2017-04-24,hakan inan;khashayar khosravi;richard socher
2549599535,a hierarchical approach for generating descriptive image paragraphs,2017-07-01,jonathan krause;justin johnson;ranjay krishna;li feifei
2549618015,alternating direction graph matching,2017-07-01,d khue lehuu;nikos paragios
2549858646,hard aware deeply cascaded embedding,2017-10-01,yuhui yuan;kuiyuan yang;chao zhang
2549898883,learning kernels with random features,2016-01-01,aman sinha;john c duchi
2549918709,the product cut,2016-01-01,thomas laurent;james h von brecht;xavier bresson;arthur szlam
2549922054,long term causal effects via behavioral game theory,2016-01-01,panagiotis toulis;david c parkes
2550503735,noise tolerant life long matrix completion via adaptive sampling,2016-01-01,mariaflorina balcan;hongyang zhang
2550673061,controlling perceptual factors in neural style transfer,2017-07-01,leon a gatys;alexander s ecker;matthias bethge;aaron hertzmann;eli shechtman
2550802162,a fast and provable method for estimating clique counts using turan s theorem,2017-04-03,shweta jain;c seshadhri
2550831128,lcnn lookup based convolutional neural network,2017-07-01,hessam bagherinezhad;mohammad rastegari;ali farhadi
2551080748,the power of optimization from samples,2016-01-01,eric balkanski;aviad rubinstein;yaron singer
2551156993,supervised learning with tensor networks,2016-01-01,edwin miles stoudenmire;david schwab
2551361256,multilingual knowledge graph embeddings for cross lingual knowledge alignment,2017-08-01,muhao chen;yingtao tian;mohan yang;carlo zaniolo
2551396370,bidirectional attention flow for machine comprehension,2017-04-24,min joon seo;aniruddha kembhavi;ali farhadi;hannaneh hajishirzi
2551572271,lip reading sentences in the wild,2017-07-01,joon son chung;andrew w senior;oriol vinyals;andrew zisserman
2551687757,building deep networks on grassmann manifolds,2018-02-07,zhiwu huang;jiqing wu;luc van gool
2551829638,factorized bilinear models for image recognition,2017-10-01,yanghao li;naiyan wang;jiaying liu;xiaodi hou
2551887912,reinforcement learning with unsupervised auxiliary tasks,2017-04-24,max jaderberg;volodymyr mnih;wojciech marian czarnecki;tom schaul;joel z leibo;david silver;koray kavukcuoglu
2551906536,deep feature interpolation for image content changes,2017-07-01,paul upchurch;jacob r gardner;geoff pleiss;robert pless;noah snavely;kavita bala;kilian q weinberger
2551925796,a probabilistic programming approach to probabilistic data analysis,2016-01-01,feras saad;vikash k mansinghka
2552002300,dense captioning with joint inference and visual context,2017-07-01,linjie yang;kevin tang;jianchao yang;lijia li
2552027021,dynamic coattention networks for question answering,2017-04-24,caiming xiong;victor zhong;richard socher
2552111036,learning fully convolutional networks for iterative non blind deconvolution,2017-07-01,jiawei zhang;jinshan pan;weisheng lai;rynson w h lau;minghsuan yang
2552147134,active discriminative text representation learning,2017-01-01,ye zhang;matthew lease;byron c wallace
2552149088,deep learning for predicting human strategic behavior,2016-01-01,jason s hartford;james r wright;kevin leytonbrown
2552383788,learning a deep embedding model for zero shot learning,2017-07-01,li zhang;tao xiang;shaogang gong
2552391307,interaction networks for learning about objects relations and physics,2016-12-05,peter battaglia;razvan pascanu;matthew lai;danilo jimenez rezende;koray kavukcuoglu
2552391848,improving training of deep neural networks via singular value bounding,2017-07-01,kui jia;dacheng tao;shenghua gao;xiangmin xu
2552414813,simple does it weakly supervised instance and semantic segmentation,2017-07-01,anna khoreva;rodrigo benenson;jan hendrik hosang;matthias hein;bernt schiele
2552465644,image to image translation with conditional adversarial networks,2017-07-01,phillip isola;junyan zhu;tinghui zhou;alexei a efros
2552531400,one shot video object segmentation,2017-07-01,sergi caelles;keviskokitsi maninis;jordi ponttuset;laura lealtaixe;daniel cremers;l van gool
2552723767,blind regression nonparametric regression for latent variable models via collaborative filtering,2016-01-01,dogyoon song;christina e lee;yihua li;devavrat shah
2552900565,deep feature flow for video recognition,2017-07-01,xizhou zhu;yuwen xiong;jifeng dai;lu yuan;yichen wei
2553303224,neural architecture search with reinforcement learning,2017-04-24,barret zoph;quoc v le
2553374874,an architecture for deep hierarchical generative models,2016-01-01,philip bachman
2553397501,quasi recurrent neural networks,2017-04-24,james bradbury;stephen merity;caiming xiong;richard socher
2553474785,object recognition with and without objects,2017-08-01,zhuotun zhu;lingxi xie;alan l yuille
2553498075,deep neural networks with inexact matching for person re identification,2016-01-01,arulkumar subramaniam;moitreya chatterjee;anurag mittal
2553594924,spatiotemporal residual networks for video action recognition,2016-01-01,christoph feichtenhofer;axel pinz;richard p wildes
2553701371,learning to act by predicting the future,2017-04-24,alexey dosovitskiy;vladlen koltun
2553897675,unsupervised cross domain image generation,2017-04-24,yaniv taigman;adam polyak;lior wolf
2553915786,deepsense a unified deep learning framework for time series mobile sensing data processing,2017-04-03,shuochao yao;shaohan hu;yiran zhao;aston zhang;tarek f abdelzaher
2554120691,combining policy gradient and q learning,2017-04-24,brendan odonoghue;remi munos;koray kavukcuoglu;volodymyr mnih
2554247908,coarse to fine volumetric prediction for single image 3d human pose,2017-07-01,georgios pavlakos;xiaowei zhou;konstantinos g derpanis;kostas daniilidis
2554305618,near optimal active learning of halfspaces via query synthesis in the noisy setting,2017-01-01,lin chen;seyed hamed hassani;amin karbasi
2554314924,unrolled generative adversarial networks,2017-04-24,luke metz;ben poole;david pfau;jascha sohldickstein
2554423077,semantic segmentation using adversarial networks,2016-12-01,pauline luc;camille couprie;soumith chintala;jakob j verbeek
2554506842,generative multi adversarial networks,2017-04-24,ishan p durugkar;ian gemp;sridhar mahadevan
2554592357,loss aware binarization of deep networks,2017-04-24,lu hou;quanming yao;james tinyau kwok
2554631900,heuristic planning for pddl domains,2016-07-09,wiktor mateusz piotrowski;maria fox;derek long;daniele magazzeni;fabio mercorio
2554931888,learning the number of neurons in deep networks,2016-01-01,jose m alvarez;mathieu salzmann
2555182955,fully convolutional instance aware semantic segmentation,2017-07-01,yi li;haozhi qi;jifeng dai;xiangyang ji;yichen wei
2555308822,learning continuous semantic representations of symbolic expressions,2017-04-24,miltiadis allamanis;pankajan chanthirasegaran;pushmeet kohli;charles a sutton
2555599621,tractable operations for arithmetic circuits of probabilistic models,2016-01-01,yujia shen;arthur choi;adnan darwiche
